Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Company_Name,Sector,Market_Cap,Date,Daily_Return,Cumulative_Return,Price_Range,Price_Change
496.73341116664807,498.4805390751374,492.22084033701867,495.1260681152344,34539200,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-06-27 00:00:00-04:00,,0.0,6.259698738118743,
496.22427056302723,499.9381665482639,494.51705506439515,496.5936584472656,28369000,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-06-30 00:00:00-04:00,0.002964074054145005,0.2964074054145005,5.421111483868742,1.46759033203125
495.655190908974,497.2325843953567,490.1742108879921,491.242431640625,19945400,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-01 00:00:00-04:00,-0.010775866174716486,-0.7843732585910868,7.058373507364593,-5.351226806640625
489.1858263089447,492.69007550131784,487.8979653734086,490.2840270996094,16319600,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-02 00:00:00-04:00,-0.001950980777077449,-0.977941039149266,4.792110127909211,-0.958404541015625
492.99955771280014,499.3091926553608,492.6301698307581,498.02130126953125,13984800,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-03 00:00:00-04:00,0.01578120791675297,0.5847466616568875,6.679022824602669,7.737274169921875
496.56369887519327,497.9314455400232,494.41723357438383,496.90313720703125,13981600,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-07 00:00:00-04:00,-0.0022452133265176144,0.35891244800774214,3.51421196563939,-1.1181640625
496.42390920841734,497.3823555722493,493.2990413573122,495.804931640625,11846600,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-08 00:00:00-04:00,-0.0022100998850178577,0.1371092271458929,4.083314214937104,-1.09820556640625
499.47890106455674,505.94827712953634,498.919822567675,502.68365478515625,18659500,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-09 00:00:00-04:00,0.013873849785578818,1.5263964385254125,7.028454561861338,6.87872314453125
502.22438258392543,503.6121159415126,496.93309312638246,500.656982421875,16492100,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-10 00:00:00-04:00,-0.004031705316035028,1.1170719262863393,6.679022815130168,-2.02667236328125
497.6519112557523,504.20114253320645,496.9829974553982,502.49395751953125,16459500,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-11 00:00:00-04:00,0.0036691290886827765,1.4880835162534911,7.218145077808231,1.83697509765625
500.6968893054946,503.14288052756655,500.20770324807717,502.1944274902344,12058800,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-14 00:00:00-04:00,-0.000596086828139053,1.4275878064563763,2.9351772794893805,-0.299530029296875
502.19441482497484,507.465747883617,501.9648118083004,504.9898376464844,14927200,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-15 00:00:00-04:00,0.00556639023300276,1.9921733405792619,5.500936075316588,2.79541015625
504.35088083250554,505.88836188358,501.06630238508603,504.7901611328125,15154400,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-16 00:00:00-04:00,-0.00039540699393569856,1.9518449219136924,4.822059498493957,-0.199676513671875
504.85005963085433,512.5274410723513,504.7901605415637,510.8601989746094,17503100,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-17 00:00:00-04:00,0.012024873520068091,3.1778029622373083,7.7372805307875865,6.070037841796875
513.6356127696338,513.7953843002441,506.59719545986655,509.212890625,21209700,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-18 00:00:00-04:00,-0.0032245775907299157,2.8450981309445122,7.198188840377554,-1.647308349609375
505.8783619126309,511.24956741731427,504.7202620876888,509.2228698730469,14066800,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-21 00:00:00-04:00,1.9597398712045688e-05,2.8471136273381603,6.529305329625458,0.009979248046875
510.13139215337156,510.3610256433726,504.44073486328125,504.44073486328125,13868600,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-22 00:00:00-04:00,-0.009391045243034468,1.8812717301483373,5.920290780091364,-4.782135009765625
505.9183250285286,505.95826791167354,499.87826643817476,505.0397644042969,16396600,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-23 00:00:00-04:00,0.0011875122281272965,2.0022569861450235,6.080001473498783,0.599029541015625
507.93498157135946,512.826933461713,506.4673929575042,510.0415344238281,16107000,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-24 00:00:00-04:00,0.009903715255829226,3.0124582947877343,6.3595405042087805,5.00177001953125
511.6289272082179,517.4393829887753,509.52240467312413,512.866943359375,19125700,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-25 00:00:00-04:00,0.005539566378135463,3.583102645286629,7.916978315651136,2.825408935546875
513.2362984451797,514.1547714605564,509.2827757416266,511.65887451171875,14308000,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-28 00:00:00-04:00,-0.0023555209851178205,3.3391104733020427,4.871995718929782,-1.20806884765625
514.6839236482208,516.7704593446111,510.7204076628311,511.728759765625,16469200,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-29 00:00:00-04:00,0.00013658563818119696,3.3532251116551004,6.050051681780019,0.06988525390625
514.3244691518986,515.1032182392812,508.6038929137552,512.3976440429688,26380400,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-30 00:00:00-04:00,0.0013071070651766714,3.4883188424073452,6.4993253255260015,0.66888427734375
554.3187056451394,554.5383762548963,531.0270400328567,532.6243896484375,51617300,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-07-31 00:00:00-04:00,0.03947470453976676,7.573489652028553,23.51133622203963,20.22674560546875
534.1219588686084,534.9206337229102,520.0051507892547,523.2498168945312,28977600,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-08-01 00:00:00-04:00,-0.01760072001226609,5.680118779920806,14.91548293365554,-9.37457275390625
527.4030257699867,537.3666271513684,527.2632409127965,534.7609252929688,25349000,0.0,0.0,MSFT,Microsoft Corporation,Technology,3801767215104,2025-08-04 00:00:00-04:00,0.021999259295981233,8.005003115390362,10.103386238571943,11.5111083984375
