Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Company_Name,Sector,Market_Cap,Date,Daily_Return,Cumulative_Return,Price_Range,Price_Change
324.510009765625,329.3399963378906,317.5,323.6300048828125,89067000,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1464396414976,2025-06-27 00:00:00-04:00,,0.0,11.839996337890625,
319.8999938964844,325.5799865722656,316.6000061035156,317.6600036621094,76695100,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1464396414976,2025-06-30 00:00:00-04:00,-0.018446995428822777,-1.8446995428822777,8.97998046875,-5.970001220703125
298.4599914550781,305.8900146484375,293.2099914550781,300.7099914550781,145085700,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1464396414976,2025-07-01 00:00:00-04:00,-0.05335897504131726,-7.08216577014662,12.680023193359375,-16.95001220703125
312.6300048828125,316.8299865722656,303.82000732421875,315.6499938964844,119483700,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1464396414976,2025-07-02 00:00:00-04:00,0.04968242780731846,-2.4657821790095458,13.009979248046875,14.94000244140625
317.989990234375,318.45001220703125,312.760009765625,315.3500061035156,58042300,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1464396414976,2025-07-03 00:00:00-04:00,-0.0009503811144286889,-2.558476857637193,5.69000244140625,-0.29998779296875
291.3699951171875,296.1499938964844,288.7699890136719,293.94000244140625,131177900,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1464396414976,2025-07-07 00:00:00-04:00,-0.06789282780315342,-9.174057409218628,7.3800048828125,-21.410003662109375
297.0,304.04998779296875,294.3500061035156,297.80999755859375,103246700,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1464396414976,2025-07-08 00:00:00-04:00,0.013165935514200422,-7.978248906051921,9.699981689453125,3.8699951171875
297.54998779296875,300.1499938964844,293.54998779296875,295.8800048828125,75586800,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1464396414976,2025-07-09 00:00:00-04:00,-0.0064806174796113725,-8.574606674695806,6.600006103515625,-1.92999267578125
300.04998779296875,310.4800109863281,300.0,309.8699951171875,104365300,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1464396414976,2025-07-10 00:00:00-04:00,0.0472826483827995,-4.251771948836314,10.480010986328125,13.989990234375
307.8900146484375,314.0899963378906,305.6499938964844,313.510009765625,79236400,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1464396414976,2025-07-11 00:00:00-04:00,0.01174690904506881,-3.127026222692786,8.44000244140625,3.6400146484375
